id,source_id,drug_id,name,url,type,n_reviews,manufacturer_id
402,2,DB01203,Corgard,https://www.webmd.com/drugs/2/drug-1785-459/corgard/details,RX,20,NULL
403,2,DB00811,Copegus,https://www.webmd.com/drugs/2/drug-64739-1279/copegus/details,RX,8,NULL
404,2,DB00494,Comtan,https://www.webmd.com/drugs/2/drug-17761-2041/comtan/details,RX,18,NULL
405,2,DB09029,"Cosentyx Pen Injector",https://www.webmd.com/drugs/2/drug-167748-1682/cosentyx-pen-injector/details,RX,1,NULL
406,2,DB09029,"Cosentyx Syringe",https://www.webmd.com/drugs/2/drug-167673-1682/cosentyx-syringe/details,RX,16,NULL
407,2,DB09029,"Cosentyx Pen (2 Pens) Injector",https://www.webmd.com/drugs/2/drug-167747-1682/cosentyx-pen-2-pens-injector/details,RX,5,NULL
408,2,DB01136,"Coreg CR",https://www.webmd.com/drugs/2/drug-146269-863/coreg-cr/details,RX,66,NULL
409,2,DB01136,Coreg,https://www.webmd.com/drugs/2/drug-1634-5168/coreg/details,RX,327,NULL
410,2,DB00682,"Coumadin Vial",https://www.webmd.com/drugs/2/drug-11438/coumadin-vial/details,RX,7,NULL
411,2,DB00682,Coumadin,https://www.webmd.com/drugs/2/drug-4069-6022/coumadin/details,RX,626,NULL
412,2,DB00433,"Compro Suppository, Rectal",https://www.webmd.com/drugs/2/drug-19872-5053/compro-suppository/details,RX,2,NULL
413,2,DB09083,Corlanor,https://www.webmd.com/drugs/2/drug-168326-1700/corlanor/details,RX,10,NULL
414,2,DB11952,Copiktra,https://www.webmd.com/drugs/2/drug-176158-1964/copiktra/details,RX,2,NULL
415,2,DB00193,ConZip,https://www.webmd.com/drugs/2/drug-156872-872/conzip/details,RX,10,NULL
416,2,DB01179,"Condylox 0.5 % topical solution",https://www.webmd.com/drugs/2/drug-1057-9193/condylox-solution-non/details,RX,57,NULL
417,2,DB01179,"Condylox Gel",https://www.webmd.com/drugs/2/drug-1057-6193/condylox-gel/details,RX,57,NULL
418,2,DB00375,"Colestid tablet",https://www.webmd.com/drugs/2/drug-6727-8111/colestid-tablet/details,RX,29,NULL
419,2,DB00375,Colestid,https://www.webmd.com/drugs/2/drug-6727-111/colestid/details,RX,29,NULL
420,2,DB00375,"Colestid Packet",https://www.webmd.com/drugs/2/drug-9844-111/colestid/details,RX,2,NULL
421,2,DB01014,Colazal,https://www.webmd.com/drugs/2/drug-20259-4146/colazal/details,RX,42,NULL
422,2,DB01118,"Cordarone 200 mg tablet",https://www.webmd.com/drugs/2/drug-5215-7070/cordarone/details,RX,21,NULL
423,2,DB01118,"Cordarone IV Solution",https://www.webmd.com/drugs/2/drug-2244/cordarone-iv-solution/details,RX,0,NULL
424,2,DB00678,Cozaar,https://www.webmd.com/drugs/2/drug-11528-8372/cozaar/details,RX,418,NULL
425,2,DB00970,"Cosmegen Vial",https://www.webmd.com/drugs/2/drug-9096-9134/cosmegen-vial/details,RX,0,NULL
426,2,DB00682,Jantoven,https://www.webmd.com/drugs/2/drug-77321-6022/jantoven/details,RX,14,NULL
427,2,DB01261,Januvia,https://www.webmd.com/drugs/2/drug-145704-838/januvia/details,RX,456,NULL
428,2,DB08877,Jakafi,https://www.webmd.com/drugs/2/drug-158427-1453/jakafi/details,RX,16,NULL
429,2,DB09038,Jardiance,https://www.webmd.com/drugs/2/drug-166762-1634/jardiance/details,RX,61,NULL
430,2,DB01609,Jadenu,https://www.webmd.com/drugs/2/drug-168189-1694/jadenu/details,RX,4,NULL
431,2,DB01609,"Jadenu Sprinkle",https://www.webmd.com/drugs/2/drug-173707-1694/jadenu-sprinkle/details,RX,0,NULL
432,2,DB01046,Amitiza,https://www.webmd.com/drugs/2/drug-95153-622/amitiza/details,RX,527,NULL
433,2,DB00952,Amerge,https://www.webmd.com/drugs/2/drug-6423-4051/amerge/details,RX,52,NULL
434,2,DB00425,Ambien,https://www.webmd.com/drugs/2/drug-9690-8110/ambien/details,RX,1477,NULL
435,2,DB00425,"Ambien CR",https://www.webmd.com/drugs/2/drug-94117-466/ambien-cr/details,RX,256,NULL
436,2,DB00425,"AMBIEN PAK tablet",https://www.webmd.com/drugs/2/drug-88979-8110/ambien-pak-tablet/details,RX,5,NULL
437,2,DB00855,"Ameluz Gel",https://www.webmd.com/drugs/2/drug-172621/ameluz-gel/details,RX,0,NULL
438,2,DB06637,Ampyra,https://www.webmd.com/drugs/2/drug-153649-1299/ampyra/details,RX,129,NULL
439,2,DB00292,"Amidate Syringe",https://www.webmd.com/drugs/2/drug-714/amidate-syringe/details,RX,2,NULL
440,2,DB00924,Amrix,https://www.webmd.com/drugs/2/drug-148753-988/amrix/details,RX,219,NULL
441,2,DB00222,Amaryl,https://www.webmd.com/drugs/2/drug-12297-4061/amaryl/details,RX,98,NULL
442,2,DB00982,Amnesteem,https://www.webmd.com/drugs/2/drug-64399-39/amnesteem/details,RX,19,NULL
443,2,DB00513,"Amicar Solution",https://www.webmd.com/drugs/2/drug-11232/amicar-solution/details,RX,0,NULL
444,2,DB00513,Amicar,https://www.webmd.com/drugs/2/drug-4478-199/amicar/details,RX,10,NULL
445,2,DB01060,"Amoxil tablet",https://www.webmd.com/drugs/2/drug-3701-3295/amoxil-tablet/details,RX,12,NULL
446,2,DB01060,"Amoxil Suspension for Reconstitution",https://www.webmd.com/drugs/2/drug-3701-295/amoxil-suspension-for-reconstitution/details,RX,12,NULL
447,2,DB01060,"Amoxil Tablet, Chewable",https://www.webmd.com/drugs/2/drug-3701-9295/amoxil-tablet-chewable/details,RX,12,NULL
448,2,DB00688,"CellCept Vial",https://www.webmd.com/drugs/2/drug-16604-6301/cellcept-vial/details,RX,1,NULL
449,2,DB00688,"CellCept Suspension, Reconstituted",https://www.webmd.com/drugs/2/drug-4067-3301/cellcept-suspension-reconstituted/details,RX,158,NULL
450,2,DB00688,CellCept,https://www.webmd.com/drugs/2/drug-4067-2108/cellcept/details,RX,158,NULL
451,2,DB05246,Celontin,https://www.webmd.com/drugs/2/drug-9065-9029/celontin/details,RX,3,NULL
452,2,DB09039,Cerdelga,https://www.webmd.com/drugs/2/drug-166856-1641/cerdelga/details,RX,1,NULL
453,2,DB00053,"Cerezyme Vial",https://www.webmd.com/drugs/2/drug-10189-8176/cerezyme-vial/details,RX,2,NULL
454,2,DB01415,Cedax,https://www.webmd.com/drugs/2/drug-4407-269/cedax/details,RX,6,NULL
455,2,DB01415,"Cedax Suspension, Reconstituted",https://www.webmd.com/drugs/2/drug-4407-9269/cedax-suspension-reconstituted/details,RX,6,NULL
456,2,DB00410,"Centany AT Kit",https://www.webmd.com/drugs/2/drug-155030-91/centany-at-kit/details,RX,1,NULL
457,2,DB00410,"Centany Ointment",https://www.webmd.com/drugs/2/drug-77185-91/centany-ointment/details,RX,5,NULL
458,2,DB00537,"Cetraxal Dropperette, Single Use Dropper",https://www.webmd.com/drugs/2/drug-152493-1208/cetraxal-dropperette-single-use-dropper/details,RX,1,NULL
459,2,DB00482,Celebrex,https://www.webmd.com/drugs/2/drug-16849-9289/celebrex/details,RX,747,NULL
460,2,DB00486,Cesamet,https://www.webmd.com/drugs/2/drug-144710-1132/cesamet/details,RX,22,NULL
461,2,DB06151,Cetylev,https://www.webmd.com/drugs/2/drug-171830-1769/cetylev/details,RX,0,NULL
462,2,DB00917,"Cervidil Insert, Extended Release",https://www.webmd.com/drugs/2/drug-11461-517/cervidil-insert-er/details,RX,13,NULL
463,2,DB01112,"Ceftin Suspension, Reconstituted",https://www.webmd.com/drugs/2/drug-3770-5269/ceftin-suspension-reconstituted/details,RX,97,NULL
464,2,DB01112,"Ceftin 500 mg tablet",https://www.webmd.com/drugs/2/drug-3770-8011/ceftin/details,RX,97,NULL
465,2,DB01320,"Cerebyx Vial",https://www.webmd.com/drugs/2/drug-13895/cerebyx-vial/details,RX,3,NULL
466,2,DB00996,Neurontin,https://www.webmd.com/drugs/2/drug-9845-3217/neurontin/details,RX,2080,NULL
467,2,DB00996,"Neurontin capsule",https://www.webmd.com/drugs/2/drug-9845-8217/neurontin-capsule/details,RX,2080,NULL
468,2,DB00736,"Nexium capsule,delayed release (enteric coated)",https://www.webmd.com/drugs/2/drug-20536-4143/nexium/details,RX,527,NULL
469,2,DB00736,"Nexium 24HR",https://www.webmd.com/drugs/2/drug-166478-4143/nexium-24hr/details,OTC,5,NULL
470,2,DB00736,"Nexium I.V. Vial",https://www.webmd.com/drugs/2/drug-92964/nexium-i-v-vial/details,RX,3,NULL
471,2,DB00736,"Nexium 24HR tablet, delayed release (enteric coated)",https://www.webmd.com/drugs/2/drug-166478-2143/nexium-24hr-tablet-delayed-release-enteric-coated/details,OTC,5,NULL
472,2,DB00736,Nexium,https://www.webmd.com/drugs/2/drug-147599-921/nexium/details,RX,8,NULL
473,2,DB00703,Neptazane,https://www.webmd.com/drugs/2/drug-7145-9104/neptazane/details,RX,3,NULL
474,2,DB00312,"Nembutal Sodium Vial",https://www.webmd.com/drugs/2/drug-77940/nembutal-sodium-vial/details,RX,1,NULL
475,2,DB11828,Nerlynx,https://www.webmd.com/drugs/2/drug-173919-1846/nerlynx/details,RX,2,NULL
476,2,DB05271,"Neupro Patch, Transdermal 24 Hours",https://www.webmd.com/drugs/2/drug-148554-957/neupro-patch-24-hours/details,RX,50,NULL
477,2,DB01118,"Nexterone Plastic Bag, Injection",https://www.webmd.com/drugs/2/drug-156415/nexterone-plastic-bag-injection/details,RX,1,NULL
478,2,DB00738,"Nebupent Vial For Nebulizer",https://www.webmd.com/drugs/2/drug-14546-153/nebupent-vial-for-nebulizer/details,RX,1,NULL
479,2,DB01050,"NeoProfen Vial",https://www.webmd.com/drugs/2/drug-144620/neoprofen-vial/details,RX,2,NULL
480,2,DB00398,Nexavar,https://www.webmd.com/drugs/2/drug-94785-580/nexavar/details,RX,39,NULL
481,2,DB00019,"Neulasta Syringe",https://www.webmd.com/drugs/2/drug-32756-8211/neulasta-syringe/details,RX,93,NULL
482,2,DB00019,"Neulasta Solution",https://www.webmd.com/drugs/2/drug-22727-8211/neulasta-solution/details,RX,0,NULL
483,2,DB00643,"Vermox Tablet, Chewable",https://www.webmd.com/drugs/2/drug-7087-7119/vermox-tablet-chewable/details,RX,17,NULL
484,2,DB00860,"Veripred 20",https://www.webmd.com/drugs/2/drug-151444-2333/veripred-20/details,RX,7,NULL
485,2,DB00136,"Vectical Ointment",https://www.webmd.com/drugs/2/drug-151820-1176/vectical-ointment/details,RX,10,NULL
486,2,DB01088,"Ventavis Ampul for Nebulization",https://www.webmd.com/drugs/2/drug-92622-1336/ventavis-ampul-for-nebulization/details,RX,2,NULL
487,2,DB00661,Verelan,https://www.webmd.com/drugs/2/drug-7085-225/verelan/details,RX,4,NULL
488,2,DB00661,"Verelan PM",https://www.webmd.com/drugs/2/drug-16976-225/verelan-pm/details,RX,8,NULL
489,2,DB01001,"Ventolin tablet",https://www.webmd.com/drugs/2/drug-7083-472/ventolin-tablet/details,RX,1,NULL
490,2,DB01001,"Ventolin Rotacaps capsule",https://www.webmd.com/drugs/2/drug-7084/ventolin-rotacaps-capsule/details,RX,4,NULL
491,2,DB01001,"Ventolin HFA Aerosol with Adapter",https://www.webmd.com/drugs/2/drug-22577-690/ventolin-hfa-aerosol-with-adapter/details,RX,55,NULL
492,2,DB01001,"Ventolin Solution for Nebulization",https://www.webmd.com/drugs/2/drug-7082-3008/ventolin-solution-for-nebulization/details,RX,19,NULL
493,2,DB01001,"Ventolin Refill Aerosol",https://www.webmd.com/drugs/2/drug-63222/ventolin-refill-aerosol/details,RX,0,NULL
494,2,DB01001,"Ventolin Rotahaler/Rotacaps Capsule, With Inhalation Device",https://www.webmd.com/drugs/2/drug-11129/ventolin-rotahaler-rotacaps-capsule-with-device/details,RX,1,NULL
495,2,DB01001,"Ventolin 2.5 mg/3 mL (0.083 %) solution for nebulization",https://www.webmd.com/drugs/2/drug-7082-2008/ventolin-solution-for-nebulization/details,RX,19,NULL
496,2,DB01001,"Ventolin Syrup",https://www.webmd.com/drugs/2/drug-7083-566/ventolin-syrup/details,RX,1,NULL
497,2,DB00188,"Velcade Vial",https://www.webmd.com/drugs/2/drug-75268-9369/velcade-vial/details,RX,34,NULL
498,2,DB01269,"Vectibix Vial",https://www.webmd.com/drugs/2/drug-145421-935/vectibix-vial/details,RX,11,NULL
499,2,DB00363,Versacloz,https://www.webmd.com/drugs/2/drug-165442-7034/versacloz/details,RX,1,NULL
500,2,DB11581,Venclexta,https://www.webmd.com/drugs/2/drug-171573-1762/venclexta/details,RX,2,NULL
501,2,DB11581,"Venclexta Starting Pack",https://www.webmd.com/drugs/2/drug-171576-1762/venclexta-starting-pack/details,RX,0,NULL
502,2,DB09299,Vemlidy,https://www.webmd.com/drugs/2/drug-172872-1801/vemlidy/details,RX,0,NULL
503,2,DB00030,"Velosulin BR Solution",https://www.webmd.com/drugs/2/drug-17744/velosulin-br-solution/details,OTC,0,NULL
504,2,DB00030,"Velosulin Human R Solution",https://www.webmd.com/drugs/2/drug-53449/velosulin-human-r-solution/details,OTC,0,NULL
505,2,DB00030,"Velosulin BR (rDNA) Solution",https://www.webmd.com/drugs/2/drug-17746/velosulin-br-rdna-solution/details,OTC,0,NULL
506,2,DB00030,"Velosulin Human Br Solution",https://www.webmd.com/drugs/2/drug-53450/velosulin-human-br-solution/details,OTC,0,NULL
507,2,DB00030,"Velosulin Human Solution",https://www.webmd.com/drugs/2/drug-53451/velosulin-human-solution/details,OTC,0,NULL
508,2,DB09263,"Veltassa 8.4 gram oral powder packet",https://www.webmd.com/drugs/2/drug-170513-1737/veltassa-8-4-gram-powder-packet/details,RX,5,NULL
509,2,DB00343,"Diltzac ER",https://www.webmd.com/drugs/2/drug-151788-1225/diltzac-er/details,RX,2,NULL
510,2,DB00327,"Dilaudid Solution",https://www.webmd.com/drugs/2/drug-9129-864/dilaudid-solution/details,RX,122,NULL
511,2,DB00327,"Dilaudid Ampul",https://www.webmd.com/drugs/2/drug-153686-864/dilaudid-ampul/details,RX,25,NULL
512,2,DB00327,Dilaudid,https://www.webmd.com/drugs/2/drug-9130-850/dilaudid/details,RX,564,NULL
513,2,DB00327,"Dilaudid-5 Liquid",https://www.webmd.com/drugs/2/drug-10445-850/dilaudid-5-liquid/details,RX,9,NULL
514,2,DB00880,Diuril,https://www.webmd.com/drugs/2/drug-6762-683/diuril/details,RX,4,NULL
515,2,DB00196,"Diflucan in dextrose (iso-osm) Piggyback",https://www.webmd.com/drugs/2/drug-2314-4179/diflucan-in-dextrose-iso-osm-piggyback/details,RX,0,NULL
516,2,DB00196,"Diflucan tablet Azole Antifungals-Systemic",https://www.webmd.com/drugs/2/drug-3774-3326/diflucan-tablet-azole-antifungals-systemic/details,RX,169,NULL
517,2,DB00196,"Diflucan In Saline Piggyback",https://www.webmd.com/drugs/2/drug-52774-4179/diflucan-in-saline-piggyback/details,RX,0,NULL
518,2,DB00196,Diflucan,https://www.webmd.com/drugs/2/drug-3774-5052/diflucan/details,RX,169,NULL
519,2,DB00196,"Diflucan in NaCl (iso-osm) Piggyback",https://www.webmd.com/drugs/2/drug-16113-4179/diflucan-in-nacl-iso-osm-piggyback/details,RX,0,NULL
520,2,DB01250,Dipentum,https://www.webmd.com/drugs/2/drug-14039-5003/dipentum/details,RX,12,NULL
521,2,DB00390,Digitek,https://www.webmd.com/drugs/2/drug-17964-8023/digitek/details,RX,17,NULL
522,2,DB00443,"Diprolene Gel",https://www.webmd.com/drugs/2/drug-1212-724/diprolene-gel/details,RX,9,NULL
523,2,DB00443,"Diprolene Ointment",https://www.webmd.com/drugs/2/drug-1212-731/diprolene-ointment/details,RX,9,NULL
524,2,DB00443,"Diprolene AF 0.05 % topical cream",https://www.webmd.com/drugs/2/drug-7461-731/diprolene-af-cream/details,RX,8,NULL
525,2,DB08874,Dificid,https://www.webmd.com/drugs/2/drug-156023-1423/dificid/details,RX,12,NULL
526,2,DB00819,"Diamox Sequels",https://www.webmd.com/drugs/2/drug-6754-104/diamox-sequels/details,RX,23,NULL
527,2,DB00819,"Diamox tablet",https://www.webmd.com/drugs/2/drug-6753-104/diamox-tablet/details,RX,114,NULL
528,2,DB00819,"Diamox 500 mg solution for injection",https://www.webmd.com/drugs/2/drug-6752-2098/diamox-solution-reconstituted-recon-soln/details,RX,4,NULL
529,2,DB00343,"Dilacor XR",https://www.webmd.com/drugs/2/drug-1495-9225/dilacor-xr/details,RX,8,NULL
530,2,DB00177,Diovan,https://www.webmd.com/drugs/2/drug-6314-6372/diovan/details,RX,854,NULL
531,2,DB00177,"Diovan HCT",https://www.webmd.com/drugs/2/drug-7194-4372/diovan-hct/details,RX,418,NULL
532,2,DB00829,"Diastat Pediatric Kit",https://www.webmd.com/drugs/2/drug-4554-4244/diastat-pediatric-kit/details,RX,0,NULL
533,2,DB00829,"Diastat AcuDial Kit",https://www.webmd.com/drugs/2/drug-94251-4244/diastat-acudial-kit/details,RX,4,NULL
534,2,DB00829,"Diastat Universal Kit",https://www.webmd.com/drugs/2/drug-4555-4244/diastat-universal-kit/details,RX,0,NULL
535,2,DB00829,"Diastat Kit",https://www.webmd.com/drugs/2/drug-4556-4244/diastat-kit/details,RX,3,NULL
536,2,DB00818,"Diprivan Vial",https://www.webmd.com/drugs/2/drug-3618/diprivan-vial/details,RX,26,NULL
537,2,DB00925,Dibenzyline,https://www.webmd.com/drugs/2/drug-6757-6060/dibenzyline/details,RX,5,NULL
538,2,DB00252,"Dilantin Tablet, Chewable",https://www.webmd.com/drugs/2/drug-4157-2057/dilantin-tablet-chewable/details,RX,193,NULL
539,2,DB00252,"Dilantin Infatabs 50 mg chewable tablet",https://www.webmd.com/drugs/2/drug-6759-2057/dilantin/details,RX,3,NULL
540,2,DB00252,"Dilantin Solution",https://www.webmd.com/drugs/2/drug-94137/dilantin-solution/details,RX,18,NULL
541,2,DB00252,"Dilantin 30 mg capsule",https://www.webmd.com/drugs/2/drug-4157-57/dilantin/details,RX,193,NULL
542,2,DB00252,"Dilantin capsule",https://www.webmd.com/drugs/2/drug-149335-57/dilantin/details,RX,62,NULL
543,2,DB00252,"Dilantin Suspension",https://www.webmd.com/drugs/2/drug-4157-1057/dilantin-suspension/details,RX,193,NULL
544,2,DB00252,Dilantin,https://www.webmd.com/drugs/2/drug-149334-57/dilantin/details,RX,51,NULL
545,2,DB01069,"Phenergan tablet",https://www.webmd.com/drugs/2/drug-6606-9053/phenergan-tablet/details,RX,147,NULL
546,2,DB01069,"Phenergan Fortis Syrup",https://www.webmd.com/drugs/2/drug-10733-9053/phenergan-fortis-syrup/details,RX,1,NULL
547,2,DB01069,"Phenergan Plain Syrup",https://www.webmd.com/drugs/2/drug-7564-9053/phenergan-plain-syrup/details,RX,6,NULL
548,2,DB01069,"Phenergan Vial",https://www.webmd.com/drugs/2/drug-9412-8053/phenergan-vial/details,RX,44,NULL
549,2,DB01069,"Phenergan Suppository, Rectal",https://www.webmd.com/drugs/2/drug-6978-7053/phenergan-suppository/details,RX,14,NULL
550,2,DB00252,"Phenytex Extended capsule",https://www.webmd.com/drugs/2/drug-58069-57/phenytex-extended-capsule/details,RX,1,NULL
551,2,DB00252,Phenytek,https://www.webmd.com/drugs/2/drug-22274-57/phenytek/details,RX,12,NULL
552,2,DB00258,"PhosLo tablet",https://www.webmd.com/drugs/2/drug-7956-8139/phoslo/details,RX,14,NULL
553,2,DB01069,"Phenadoz Suppository, Rectal",https://www.webmd.com/drugs/2/drug-76338-7053/phenadoz-suppository/details,RX,4,NULL
554,2,DB00853,temozolomide,https://www.webmd.com/drugs/2/drug-17503-327/temozolomide/details,RX,5,NULL
555,2,DB00853,"temozolomide Solution, Reconstituted (Recon Soln)",https://www.webmd.com/drugs/2/drug-152002-1189/temozolomide-solution-reconstituted-recon-soln/details,RX,0,NULL
556,2,DB00853,"Temodar Vial",https://www.webmd.com/drugs/2/drug-152003-1189/temodar-vial/details,RX,1,NULL
557,2,DB00853,Temodar,https://www.webmd.com/drugs/2/drug-17512-327/temodar/details,RX,55,NULL
558,2,DB00335,"Tenormin Calendar Pak tablet",https://www.webmd.com/drugs/2/drug-53560-5353/tenormin-calendar-pak-tablet/details,RX,3,NULL
559,2,DB00335,Tenormin,https://www.webmd.com/drugs/2/drug-9533-5353/tenormin/details,RX,67,NULL
560,2,DB06710,Testred,https://www.webmd.com/drugs/2/drug-7038-9116/testred/details,RX,1,NULL
561,2,DB06710,"Testred Cypionate 200 Oil",https://www.webmd.com/drugs/2/drug-53179-8116/testred-cypionate-oil/details,RX,1,NULL
562,2,DB00624,"Testopel Pellet",https://www.webmd.com/drugs/2/drug-9833/testopel-pellet/details,RX,168,NULL
563,2,DB00853,temozolomide,https://www.webmd.com/drugs/2/drug-17503-327/temozolomide/details,RX,5,NULL
564,2,DB00853,"temozolomide Solution, Reconstituted (Recon Soln)",https://www.webmd.com/drugs/2/drug-152002-1189/temozolomide-solution-reconstituted-recon-soln/details,RX,0,NULL
565,2,DB00753,"Terrell Liquid",https://www.webmd.com/drugs/2/drug-78605/terrell-liquid/details,RX,0,NULL
566,2,DB00966,telmisartan,https://www.webmd.com/drugs/2/drug-16800-7372/telmisartan/details,RX,34,NULL
567,2,DB08908,Tecfidera,https://www.webmd.com/drugs/2/drug-163868-1530/tecfidera/details,RX,164,NULL
568,2,DB00624,"Testim Gel",https://www.webmd.com/drugs/2/drug-64793-3116/testim-gel/details,RX,107,NULL
569,2,DB00564,"Tegretol tablet",https://www.webmd.com/drugs/2/drug-1502-5/tegretol-tablet/details,RX,288,NULL
570,2,DB00564,"Tegretol XR",https://www.webmd.com/drugs/2/drug-13503-9005/tegretol-xr/details,RX,93,NULL
571,2,DB00857,"Terbinex Kit",https://www.webmd.com/drugs/2/drug-153019-8262/terbinex-kit/details,RX,0,NULL
572,2,DB01018,"Tenex 2 mg tablet",https://www.webmd.com/drugs/2/drug-7037-8024/tenex/details,RX,67,NULL
573,2,DB04572,"Tepadina Vial",https://www.webmd.com/drugs/2/drug-168848-2135/tepadina-vial/details,RX,0,NULL
574,2,DB00853,"Temodar Vial",https://www.webmd.com/drugs/2/drug-152003-1189/temodar-vial/details,RX,1,NULL
575,2,DB00853,Temodar,https://www.webmd.com/drugs/2/drug-17512-327/temodar/details,RX,55,NULL
576,2,DB06590,"Teflaro Vial",https://www.webmd.com/drugs/2/drug-154987-1370/teflaro-vial/details,RX,3,NULL
577,2,DB09026,Tekturna,https://www.webmd.com/drugs/2/drug-147683-924/tekturna/details,RX,178,NULL
578,2,DB00564,Equetro,https://www.webmd.com/drugs/2/drug-92913-9005/equetro/details,RX,14,NULL
579,2,DB00545,Mestinon,https://www.webmd.com/drugs/2/drug-93076-165/mestinon/details,RX,12,NULL
580,2,DB00545,"Mestinon tablet",https://www.webmd.com/drugs/2/drug-3740-165/mestinon/details,RX,80,NULL
581,2,DB00545,"Mestinon Solution",https://www.webmd.com/drugs/2/drug-9317/mestinon-solution/details,RX,0,NULL
582,2,DB08911,Mekinist,https://www.webmd.com/drugs/2/drug-164530-1547/mekinist/details,RX,1,NULL
583,2,DB01117,Mepron,https://www.webmd.com/drugs/2/drug-1374-6153/mepron/details,RX,19,NULL
584,2,DB06710,Methitest,https://www.webmd.com/drugs/2/drug-17297-9116/methitest/details,RX,0,NULL
585,2,DB00916,"Metrogel gel with pump",https://www.webmd.com/drugs/2/drug-4874-8055/metrogel-gel-with-pump/details,RX,89,NULL
586,2,DB01331,"Mefoxin Solution, Piggyback Premix Frozen",https://www.webmd.com/drugs/2/drug-16178-799/mefoxin-solution-piggyback-premix-frozen/details,RX,0,NULL
587,2,DB01331,"Mefoxin Solution, Reconstituted (Recon Soln)",https://www.webmd.com/drugs/2/drug-18358-799/mefoxin-solution-reconstituted-recon-soln/details,RX,1,NULL
588,2,DB00916,"MetroCream Cream",https://www.webmd.com/drugs/2/drug-12149-8055/metrocream-cream/details,RX,8,NULL
589,2,DB00351,"Megace tablet",https://www.webmd.com/drugs/2/drug-6899-136/megace-tablet/details,RX,39,NULL
590,2,DB00351,"Megace ES",https://www.webmd.com/drugs/2/drug-93732-521/megace-es/details,RX,22,NULL
591,2,DB00351,"Megace 400 mg/10 mL (40 mg/mL) oral suspension",https://www.webmd.com/drugs/2/drug-6899-8300/megace/details,RX,39,NULL
592,2,DB00959,"Medrol tablet",https://www.webmd.com/drugs/2/drug-6469-419/medrol/details,RX,119,NULL
593,2,DB00959,Medrol,https://www.webmd.com/drugs/2/drug-11321-419/medrol/details,RX,130,NULL
594,2,DB00557,"Atarax tablet",https://www.webmd.com/drugs/2/drug-5511-992/atarax-tablet/details,RX,207,NULL
595,2,DB00755,"Atralin Gel",https://www.webmd.com/drugs/2/drug-149825-9039/atralin-gel/details,RX,31,NULL
596,2,DB00807,"AtroPen Pen Injector",https://www.webmd.com/drugs/2/drug-148309/atropen-pen-injector/details,RX,0,NULL
597,2,DB00186,"Ativan Vial",https://www.webmd.com/drugs/2/drug-7912-6244/ativan-vial/details,RX,25,NULL
598,2,DB00186,Ativan,https://www.webmd.com/drugs/2/drug-6685-5244/ativan/details,RX,1046,NULL
599,2,DB00796,Atacand,https://www.webmd.com/drugs/2/drug-16595-372/atacand/details,RX,119,NULL
600,2,DB00396,"Endometrin insert",https://www.webmd.com/drugs/2/drug-148607-975/endometrin-insert/details,RX,14,NULL
601,2,DB00005,"Enbrel Syringe",https://www.webmd.com/drugs/2/drug-16772-299/enbrel-syringe/details,RX,301,NULL
602,2,DB00005,"Enbrel Pen Injector",https://www.webmd.com/drugs/2/drug-144657-299/enbrel-pen-injector/details,RX,118,NULL
603,2,DB00005,"Enbrel Mini Cartridge",https://www.webmd.com/drugs/2/drug-174523-299/enbrel-mini-cartridge/details,RX,0,NULL
604,2,DB00130,"Endari 5 gram oral powder packet",https://www.webmd.com/drugs/2/drug-174006/endari-5-gram-powder-packet/details,RX,1,NULL
605,2,DB09033,"Entyvio Vial",https://www.webmd.com/drugs/2/drug-166319-1612/entyvio-vial/details,RX,49,NULL
606,2,DB00396,"Crinone 4 % vaginal gel",https://www.webmd.com/drugs/2/drug-3910-527/crinone-gel-with-prefilled-applicator-progestins/details,RX,10,NULL
607,2,DB00396,"Crinone Gel with Prefilled Applicator Progestins",https://www.webmd.com/drugs/2/drug-3910-2120/crinone-gel-with-prefilled-applicator-progestins/details,RX,10,NULL
608,2,DB00224,Crixivan,https://www.webmd.com/drugs/2/drug-12337-9268/crixivan/details,RX,5,NULL
609,2,DB01098,Crestor,https://www.webmd.com/drugs/2/drug-76704-4284/crestor/details,RX,774,NULL
610,2,DB11633,Cresemba,https://www.webmd.com/drugs/2/drug-168089-1691/cresemba/details,RX,0,NULL
611,2,DB11633,"Cresemba Vial",https://www.webmd.com/drugs/2/drug-168087-1692/cresemba-vial/details,RX,0,NULL
612,2,DB00809,"Mydral Drops",https://www.webmd.com/drugs/2/drug-9341-8099/mydral-drops/details,RX,0,NULL
613,2,DB01141,"Mycamine Vial",https://www.webmd.com/drugs/2/drug-93279-495/mycamine-vial/details,RX,1,NULL
614,2,DB01024,Myfortic,https://www.webmd.com/drugs/2/drug-78665-470/myfortic/details,RX,25,NULL
615,2,DB00794,Mysoline,https://www.webmd.com/drugs/2/drug-9343-82/mysoline/details,RX,79,NULL
616,2,DB00615,Mycobutin,https://www.webmd.com/drugs/2/drug-9734-8028/mycobutin/details,RX,4,NULL
617,2,DB00330,Myambutol,https://www.webmd.com/drugs/2/drug-9340-28/myambutol/details,RX,5,NULL
618,2,DB08893,Myrbetriq,https://www.webmd.com/drugs/2/drug-162243-1495/myrbetriq/details,RX,158,NULL
619,2,DB00056,"Mylotarg Vial",https://www.webmd.com/drugs/2/drug-19459-7341/mylotarg-vial/details,RX,3,NULL
